month,level_1,level_2,value
1993-12,All Items,Recreation & Culture,90.302
1993-12,All Items,Education,49.636
1993-12,All Items,Miscellaneous Goods & Services,66.014
1994-01,All Items,Food,66.652
1994-01,All Items,Food Excl Food Servicing Services,64.486
1994-01,All Items,Food Servicing Services,67.948
1994-01,All Items,Clothing & Footwear,93.314
1994-01,All Items,Housing & Utilities,60.021
1994-01,All Items,Household Durables And Services,82.586
1994-01,All Items,Health Care,58.852
1994-01,All Items,Transport,72.033
1994-01,All Items,Communication,122.689
1994-01,All Items,Recreation & Culture,90.845
1994-01,All Items,Education,50.034
1994-01,All Items,Miscellaneous Goods & Services,66.233
1994-02,All Items,Food,67.98
1994-02,All Items,Food Excl Food Servicing Services,66.806
1994-02,All Items,Food Servicing Services,68.288
1994-02,All Items,Clothing & Footwear,92.763
1994-02,All Items,Housing & Utilities,59.864
1994-02,All Items,Household Durables And Services,82.573
1994-02,All Items,Health Care,59.137
1994-02,All Items,Transport,71.108
1994-02,All Items,Communication,122.689
1994-02,All Items,Recreation & Culture,90.807
1994-02,All Items,Education,50.034
1994-02,All Items,Miscellaneous Goods & Services,66.116
1994-03,All Items,Food,67.27
1994-03,All Items,Food Excl Food Servicing Services,65.364
1994-03,All Items,Food Servicing Services,68.303
1994-03,All Items,Clothing & Footwear,93.128
1994-03,All Items,Housing & Utilities,59.865
1994-03,All Items,Household Durables And Services,82.583
1994-03,All Items,Health Care,59.146
1994-03,All Items,Transport,69.89
1994-03,All Items,Communication,122.689
1994-03,All Items,Recreation & Culture,91.109
1994-03,All Items,Education,50.114
1994-03,All Items,Miscellaneous Goods & Services,66.121
1994-04,All Items,Food,67.52
1994-04,All Items,Food Excl Food Servicing Services,64.637
1994-04,All Items,Food Servicing Services,69.506
1994-04,All Items,Clothing & Footwear,94.048
1994-04,All Items,Housing & Utilities,60.354
1994-04,All Items,Household Durables And Services,83.05
1994-04,All Items,Health Care,59.416
1994-04,All Items,Transport,70.789
1994-04,All Items,Communication,125.845
1994-04,All Items,Recreation & Culture,91.685
1994-04,All Items,Education,50.385
1994-04,All Items,Miscellaneous Goods & Services,66.85
1994-05,All Items,Food,68.287
1994-05,All Items,Food Excl Food Servicing Services,65.798
1994-05,All Items,Food Servicing Services,69.877
1994-05,All Items,Clothing & Footwear,94.232
1994-05,All Items,Housing & Utilities,60.343
1994-05,All Items,Household Durables And Services,83.076
1994-05,All Items,Health Care,59.441
1994-05,All Items,Transport,71.683
1994-05,All Items,Communication,125.845
1994-05,All Items,Recreation & Culture,91.403
1994-05,All Items,Education,50.418
1994-05,All Items,Miscellaneous Goods & Services,66.856
1994-06,All Items,Food,68.563
1994-06,All Items,Food Excl Food Servicing Services,66.274
1994-06,All Items,Food Servicing Services,69.955
1994-06,All Items,Clothing & Footwear,94.519
1994-06,All Items,Housing & Utilities,60.47
1994-06,All Items,Household Durables And Services,83.039
1994-06,All Items,Health Care,59.607
1994-06,All Items,Transport,73.181
1994-06,All Items,Communication,125.459
1994-06,All Items,Recreation & Culture,91.297
1994-06,All Items,Education,50.437
1994-06,All Items,Miscellaneous Goods & Services,66.924
1994-07,All Items,Food,68.742
1994-07,All Items,Food Excl Food Servicing Services,66.416
1994-07,All Items,Food Servicing Services,70.169
1994-07,All Items,Clothing & Footwear,94.336
1994-07,All Items,Housing & Utilities,60.292
1994-07,All Items,Household Durables And Services,83.441
1994-07,All Items,Health Care,59.669
1994-07,All Items,Transport,73.763
1994-07,All Items,Communication,125.341
1994-07,All Items,Recreation & Culture,91.211
1994-07,All Items,Education,50.959
1994-07,All Items,Miscellaneous Goods & Services,66.955
1994-08,All Items,Food,68.595
1994-08,All Items,Food Excl Food Servicing Services,66.067
1994-08,All Items,Food Servicing Services,70.221
1994-08,All Items,Clothing & Footwear,95.091
1994-08,All Items,Housing & Utilities,60.485
1994-08,All Items,Household Durables And Services,83.419
1994-08,All Items,Health Care,59.668
1994-08,All Items,Transport,74.196
1994-08,All Items,Communication,125.341
1994-08,All Items,Recreation & Culture,91.171
1994-08,All Items,Education,50.959
1994-08,All Items,Miscellaneous Goods & Services,67.051
1994-09,All Items,Food,68.644
1994-09,All Items,Food Excl Food Servicing Services,66.119
1994-09,All Items,Food Servicing Services,70.267
1994-09,All Items,Clothing & Footwear,94.677
1994-09,All Items,Housing & Utilities,60.501
1994-09,All Items,Household Durables And Services,83.376
1994-09,All Items,Health Care,59.681
1994-09,All Items,Transport,74.526
1994-09,All Items,Communication,122.732
1994-09,All Items,Recreation & Culture,91.228
1994-09,All Items,Education,50.959
1994-09,All Items,Miscellaneous Goods & Services,67.1
1994-10,All Items,Food,68.861
1994-10,All Items,Food Excl Food Servicing Services,66.447
1994-10,All Items,Food Servicing Services,70.373
1994-10,All Items,Clothing & Footwear,95.013
1994-10,All Items,Housing & Utilities,60.548
1994-10,All Items,Household Durables And Services,83.423
1994-10,All Items,Health Care,59.887
1994-10,All Items,Transport,75.36
1994-10,All Items,Communication,122.023
1994-10,All Items,Recreation & Culture,91.117
1994-10,All Items,Education,51.219
1994-10,All Items,Miscellaneous Goods & Services,67.483
1994-11,All Items,Food,69.009
1994-11,All Items,Food Excl Food Servicing Services,66.669
1994-11,All Items,Food Servicing Services,70.446
1994-11,All Items,Clothing & Footwear,95.536
1994-11,All Items,Housing & Utilities,60.563
1994-11,All Items,Household Durables And Services,83.469
1994-11,All Items,Health Care,59.879
1994-11,All Items,Transport,76.64
1994-11,All Items,Communication,121.506
1994-11,All Items,Recreation & Culture,91.1
1994-11,All Items,Education,51.246
1994-11,All Items,Miscellaneous Goods & Services,67.698
1994-12,All Items,Food,68.991
1994-12,All Items,Food Excl Food Servicing Services,66.479
1994-12,All Items,Food Servicing Services,70.597
1994-12,All Items,Clothing & Footwear,95.817
1994-12,All Items,Housing & Utilities,60.564
1994-12,All Items,Household Durables And Services,83.428
1994-12,All Items,Health Care,59.886
1994-12,All Items,Transport,75.238
1994-12,All Items,Communication,120.871
1994-12,All Items,Recreation & Culture,91.027
1994-12,All Items,Education,51.258
1994-12,All Items,Miscellaneous Goods & Services,67.666
1995-01,All Items,Food,69.795
1995-01,All Items,Food Excl Food Servicing Services,67.945
1995-01,All Items,Food Servicing Services,70.743
1995-01,All Items,Clothing & Footwear,95.828
1995-01,All Items,Housing & Utilities,60.605
1995-01,All Items,Household Durables And Services,83.707
1995-01,All Items,Health Care,60.137
1995-01,All Items,Transport,73.863
1995-01,All Items,Communication,120.871
1995-01,All Items,Recreation & Culture,91.391
1995-01,All Items,Education,52.032
1995-01,All Items,Miscellaneous Goods & Services,67.621
1995-02,All Items,Food,70.189
1995-02,All Items,Food Excl Food Servicing Services,68.639
1995-02,All Items,Food Servicing Services,70.838
1995-02,All Items,Clothing & Footwear,95.481
1995-02,All Items,Housing & Utilities,60.623
1995-02,All Items,Household Durables And Services,83.7
1995-02,All Items,Health Care,60.143
1995-02,All Items,Transport,73.051
1995-02,All Items,Communication,120.871
1995-02,All Items,Recreation & Culture,92.33
1995-02,All Items,Education,52.033
1995-02,All Items,Miscellaneous Goods & Services,67.674
1995-03,All Items,Food,69.307
1995-03,All Items,Food Excl Food Servicing Services,66.492
1995-03,All Items,Food Servicing Services,71.204
1995-03,All Items,Clothing & Footwear,95.874
1995-03,All Items,Housing & Utilities,60.689
1995-03,All Items,Household Durables And Services,85.507
1995-03,All Items,Health Care,60.15
1995-03,All Items,Transport,72.391
1995-03,All Items,Communication,120.67
1995-03,All Items,Recreation & Culture,92.456
1995-03,All Items,Education,52.128
1995-03,All Items,Miscellaneous Goods & Services,67.865
1995-04,All Items,Food,69.551
1995-04,All Items,Food Excl Food Servicing Services,66.592
1995-04,All Items,Food Servicing Services,71.586
1995-04,All Items,Clothing & Footwear,96.297
1995-04,All Items,Housing & Utilities,60.805
1995-04,All Items,Household Durables And Services,87.45
1995-04,All Items,Health Care,60.176
1995-04,All Items,Transport,73.225
1995-04,All Items,Communication,121.513
1995-04,All Items,Recreation & Culture,92.452
1995-04,All Items,Education,52.135
1995-04,All Items,Miscellaneous Goods & Services,67.811
1995-05,All Items,Food,69.699
1995-05,All Items,Food Excl Food Servicing Services,66.602
1995-05,All Items,Food Servicing Services,71.867
1995-05,All Items,Clothing & Footwear,96.392
1995-05,All Items,Housing & Utilities,60.939
1995-05,All Items,Household Durables And Services,87.832
1995-05,All Items,Health Care,60.193
1995-05,All Items,Transport,74.569
1995-05,All Items,Communication,120.594
1995-05,All Items,Recreation & Culture,92.391
1995-05,All Items,Education,52.153
1995-05,All Items,Miscellaneous Goods & Services,67.8
1995-06,All Items,Food,69.431
1995-06,All Items,Food Excl Food Servicing Services,66.039
1995-06,All Items,Food Servicing Services,71.892
1995-06,All Items,Clothing & Footwear,96.206
1995-06,All Items,Housing & Utilities,61.074
1995-06,All Items,Household Durables And Services,88.152
1995-06,All Items,Health Care,60.199
1995-06,All Items,Transport,75.204
1995-06,All Items,Communication,120.594
1995-06,All Items,Recreation & Culture,93.214
1995-06,All Items,Education,52.165
1995-06,All Items,Miscellaneous Goods & Services,67.764
1995-07,All Items,Food,70.147
1995-07,All Items,Food Excl Food Servicing Services,67.413
1995-07,All Items,Food Servicing Services,71.956
1995-07,All Items,Clothing & Footwear,94.498
1995-07,All Items,Housing & Utilities,61.037
1995-07,All Items,Household Durables And Services,88.113
1995-07,All Items,Health Care,60.198
1995-07,All Items,Transport,74.278
1995-07,All Items,Communication,120.392
1995-07,All Items,Recreation & Culture,91.275
1995-07,All Items,Education,53.237
1995-07,All Items,Miscellaneous Goods & Services,67.354
1995-08,All Items,Food,70.291
1995-08,All Items,Food Excl Food Servicing Services,67.598
1995-08,All Items,Food Servicing Services,72.058
1995-08,All Items,Clothing & Footwear,95.154
1995-08,All Items,Housing & Utilities,61.038
1995-08,All Items,Household Durables And Services,88.117
1995-08,All Items,Health Care,60.678
1995-08,All Items,Transport,73.787
1995-08,All Items,Communication,120.567
1995-08,All Items,Recreation & Culture,91.05
1995-08,All Items,Education,53.304
1995-08,All Items,Miscellaneous Goods & Services,67.512
1995-09,All Items,Food,69.852
1995-09,All Items,Food Excl Food Servicing Services,66.647
1995-09,All Items,Food Servicing Services,72.124
1995-09,All Items,Clothing & Footwear,96.345
1995-09,All Items,Housing & Utilities,61.037
1995-09,All Items,Household Durables And Services,87.919
1995-09,All Items,Health Care,60.697
1995-09,All Items,Transport,73.847
1995-09,All Items,Communication,120.567
1995-09,All Items,Recreation & Culture,91.989
1995-09,All Items,Education,53.322
1995-09,All Items,Miscellaneous Goods & Services,67.785
1995-10,All Items,Food,69.712
1995-10,All Items,Food Excl Food Servicing Services,66.328
1995-10,All Items,Food Servicing Services,72.16
1995-10,All Items,Clothing & Footwear,95.571
1995-10,All Items,Housing & Utilities,61.039
1995-10,All Items,Household Durables And Services,87.851
1995-10,All Items,Health Care,60.727
1995-10,All Items,Transport,74.942
1995-10,All Items,Communication,120.291
1995-10,All Items,Recreation & Culture,92.058
1995-10,All Items,Education,53.369
1995-10,All Items,Miscellaneous Goods & Services,67.754
1995-11,All Items,Food,70.132
1995-11,All Items,Food Excl Food Servicing Services,66.924
1995-11,All Items,Food Servicing Services,72.405
1995-11,All Items,Clothing & Footwear,95.915
1995-11,All Items,Housing & Utilities,61.04
1995-11,All Items,Household Durables And Services,87.677
1995-11,All Items,Health Care,60.722
1995-11,All Items,Transport,74.739
1995-11,All Items,Communication,120.115
1995-11,All Items,Recreation & Culture,91.982
1995-11,All Items,Education,53.372
1995-11,All Items,Miscellaneous Goods & Services,68.471
1995-12,All Items,Food,69.849
1995-12,All Items,Food Excl Food Servicing Services,66.269
1995-12,All Items,Food Servicing Services,72.489
1995-12,All Items,Clothing & Footwear,95.956
1995-12,All Items,Housing & Utilities,61.043
1995-12,All Items,Household Durables And Services,87.702
1995-12,All Items,Health Care,60.723
1995-12,All Items,Transport,73.264
1995-12,All Items,Communication,120.115
1995-12,All Items,Recreation & Culture,92.301
1995-12,All Items,Education,53.374
1995-12,All Items,Miscellaneous Goods & Services,68.451
1996-01,All Items,Food,70.13
1996-01,All Items,Food Excl Food Servicing Services,66.716
1996-01,All Items,Food Servicing Services,72.603
1996-01,All Items,Clothing & Footwear,96.346
1996-01,All Items,Housing & Utilities,61.106
1996-01,All Items,Household Durables And Services,87.611
1996-01,All Items,Health Care,60.923
1996-01,All Items,Transport,73.569
1996-01,All Items,Communication,120.291
1996-01,All Items,Recreation & Culture,92.05
1996-01,All Items,Education,54.394
1996-01,All Items,Miscellaneous Goods & Services,68.446
1996-02,All Items,Food,71.335
1996-02,All Items,Food Excl Food Servicing Services,69.03
1996-02,All Items,Food Servicing Services,72.71
1996-02,All Items,Clothing & Footwear,96.277
1996-02,All Items,Housing & Utilities,61.349
1996-02,All Items,Household Durables And Services,87.603
1996-02,All Items,Health Care,61.08
1996-02,All Items,Transport,73.995
1996-02,All Items,Communication,120.291
1996-02,All Items,Recreation & Culture,93.214
1996-02,All Items,Education,54.394
1996-02,All Items,Miscellaneous Goods & Services,68.577
1996-03,All Items,Food,70.297
1996-03,All Items,Food Excl Food Servicing Services,66.545
1996-03,All Items,Food Servicing Services,73.1
